api_2gram,frequency
CoInitialize->CoUninitialize,18
KeBugCheckEx->ObfDereferenceObject,18
GdipCreateFromHDC->GdipDeleteGraphics,18
GdipCreateFontFamilyFromName->GdipDeleteFontFamily,18
FileTimeToDosDateTime->InternalGetWindowText,18
InternalGetWindowText->ReplyMessage,18
ReplyMessage->SetScrollRange,18
SetScrollRange->MapVirtualKeyW,18
MapVirtualKeyW->CreateDesktopW,18
CreateDesktopW->FindWindowW,18
FindWindowW->CopyAcceleratorTableW,18
CopyAcceleratorTableW->SendNotifyMessageA,18
SendNotifyMessageA->GetMenuState,18
GetMenuState->GetMenuContextHelpId,18
GetMenuContextHelpId->GetWindowTextLengthW,18
GetWindowTextLengthW->SendMessageCallbackA,18
SendMessageCallbackA->ModifyMenuA,18
ModifyMenuA->OemToCharBuffA,18
OemToCharBuffA->DdeGetData,18
DdeGetData->SetDlgItemTextA,18
SetDlgItemTextA->GetDlgCtrlID,18
GetDlgCtrlID->GetTabbedTextExtentA,18
GetTabbedTextExtentA->TrackPopupMenuEx,18
TrackPopupMenuEx->DefDlgProcA,18
DefDlgProcA->MsgWaitForMultipleObjectsEx,18
MsgWaitForMultipleObjectsEx->ValidateRect,18
ValidateRect->GetWindowContextHelpId,18
GetWindowContextHelpId->DestroyCaret,18
LoadIconA->SetDebugErrorLevel,18
WINNLSEnableIME->InvalidateRgn,18
GetUserObjectSecurity->SetParent,18
GetMenuBarInfo->IsCharUpperA,18
UnpackDDElParam->CharLowerA,18
SetThreadDesktop->GetWindowTextW,18
GetDlgItemTextA->GetGuiResources,18
GetAsyncKeyState->WindowFromDC,18
StrRetToBufW->StrCSpnA,18
SHAutoComplete->PathRenameExtensionW,18
PathRenameExtensionW->StrStrA,18
StrStrA->StrRChrIA,18
SHRegDuplicateHKey->SHRegDeleteEmptyUSKeyA,18
SHRegDeleteEmptyUSKeyA->PathSetDlgItemPathW,18
PathSetDlgItemPathW->StrToIntW,18
StrToIntW->PathBuildRootW,18
PathSearchAndQualifyA->SHRegEnumUSKeyW,18
SHRegEnumUSKeyW->UrlIsNoHistoryW,18
UrlIsNoHistoryW->StrStrIA,18
StrStrIA->PathFileExistsA,18
PathMakeSystemFolderA->SHRegEnumUSValueW,18
SHRegEnumUSValueW->SHRegDeleteUSValueW,18
SHRegDeleteUSValueW->PathRenameExtensionA,18
PathRenameExtensionA->PathIsUNCServerW,18
PathIsUNCServerW->SHOpenRegStreamW,18
SHOpenRegStreamW->StrCmpNIW,18
StrCmpNIW->PathFindOnPathA,18
PathFindOnPathA->SHRegQueryInfoUSKeyW,18
SHRegQueryInfoUSKeyW->PathFindNextComponentA,18
PathFindNextComponentA->UrlCreateFromPathW,18
UrlCreateFromPathW->PathBuildRootA,18
PathBuildRootA->AssocQueryStringA,18
AssocQueryStringA->PathStripPathW,18
PathStripPathW->UrlGetPartA,18
UrlGetPartA->SHSetValueW,18
PathCompactPathA->SHEnumKeyExA,18
SHEnumKeyExA->StrRChrIW,18
StrRChrIW->PathRemoveExtensionA,18
PathRemoveExtensionA->StrChrA,18
StrChrA->StrCatBuffW,18
StrCatBuffW->PathCompactPathExW,18
PathAddBackslashW->SHRegEnumUSKeyA,18
SHRegEnumUSKeyA->PathSkipRootW,18
PathSkipRootW->SHCopyKeyW,18
SHCopyKeyW->PathCompactPathExA,18
PathCompactPathExA->PathRemoveBackslashW,18
PathRemoveBackslashW->StrRChrW,18
StrRChrW->PathUndecorateW,18
PathUndecorateW->StrRStrIW,18
StrRStrIW->StrFormatKBSizeA,18
StrFormatKBSizeA->SHEnumValueA,18
PathUnquoteSpacesA->PathCommonPrefixW,18
PathCommonPrefixW->StrTrimA,18
StrTrimA->StrToIntExA,18
StrToIntExA->SHGetThreadRef,18
UrlUnescapeA->SHRegQueryUSValueA,18
SHRegQueryUSValueA->SHGetInverseCMAP,18
SHGetInverseCMAP->StrCatW,18
StrPBrkW->PathFindOnPathW,18
PathFindOnPathW->StrRetToBufA,18
StrRetToBufA->ChrCmpIW,18
ChrCmpIW->IntlStrEqWorkerA,18
IntlStrEqWorkerA->UrlCompareA,18
UrlCompareA->StrPBrkA,18
PathMakePrettyA->StrCmpW,18
StrCmpW->SHRegDeleteUSValueA,18
SHRegDeleteUSValueA->PathIsContentTypeA,18
SHDeleteKeyW->PathIsDirectoryA,18
SHRegGetBoolUSValueA->StrCmpNIA,18
StrCmpNIA->PathIsUNCA,18
StrRetToStrA->PathIsFileSpecW,18
PathIsFileSpecW->SHQueryValueExA,18
SHQueryValueExA->PathUnmakeSystemFolderW,18
PathUnmakeSystemFolderW->PathIsPrefixW,18
PathIsPrefixW->SHRegQueryUSValueW,18
SHRegQueryUSValueW->PathRemoveBlanksA,18
SHRegQueryInfoUSKeyA->ColorHLSToRGB,18
ColorHLSToRGB->SHGetValueA,18
SHGetValueA->PathRemoveFileSpecW,18
PathRemoveFileSpecW->PathIsPrefixA,18
PathIsPrefixA->PathAppendA,18
PathAppendA->PathAddExtensionA,18
PathAddExtensionA->PathFindSuffixArrayW,18
PathFindSuffixArrayW->PathUndecorateA,18
PathUndecorateA->wnsprintfA,18
PathFindExtensionA->SHRegDeleteEmptyUSKeyW,18
SHRegDeleteEmptyUSKeyW->PathCombineW,18
PathCombineW->SHRegWriteUSValueA,18
PathRemoveArgsW->PathIsSameRootW,18
PathIsSameRootW->StrSpnW,18
StrSpnW->GetMenuPosFromID,18
GetMenuPosFromID->PathIsSameRootA,18
PathIsSameRootA->SHRegSetUSValueA,18
SHRegSetUSValueA->SHRegOpenUSKeyA,18
StrCSpnW->AssocQueryKeyA,18
AssocCreate->SHSkipJunction,18
AssocQueryStringByKeyA->StrFormatByteSize64A,18
StrFormatByteSize64A->SHOpenRegStream2W,18
SHEnumKeyExW->PathIsRootW,18
PathUnmakeSystemFolderA->PathIsFileSpecA,18
PathIsFileSpecA->PathIsContentTypeW,18
StrFormatByteSizeW->PathMatchSpecA,18
PathMatchSpecA->PathQuoteSpacesA,18
PathQuoteSpacesA->PathMatchSpecW,18
PathMatchSpecW->SHCreateShellPalette,18
SHCreateShellPalette->UrlCombineW,18
UrlCombineW->StrCSpnIW,18
StrCSpnIW->SHDeleteEmptyKeyW,18
SHDeleteEmptyKeyW->StrDupA,18
StrDupA->PathFindSuffixArrayA,18
HeapReAlloc->GetStringTypeW,18
InitializeCriticalSection->DeleteCriticalSection,18
RtlVirtualUnwind->IsDebuggerPresent,18
gimp_preview_invalidate->gimp_scale_entry_new,18
g_free->g_log,18
gtk_table_attach->gtk_table_get_type,18
setlocale->signal,18
IsDebuggerPresent->IsProcessorFeaturePresent,18
_wcmdln->_initterm,18
__setusermatherr->__p__fmode,18
fclose->ferror,18
gimp_filename_to_utf8->gimp_locale_directory,18
gtk_widget_set_size_request->gtk_widget_show,18
abort->atexit,18
_decode_pointer->_onexit,18
gtk_box_pack_start->gtk_check_button_new_with_mnemonic,18
QueryPerformanceCounter->LCMapStringW,17
GdipFree->GdipCreateFromHDC,17
ExFreePoolWithTag->RtlCompareUnicodeString,17
RtlCompareUnicodeString->KeReleaseMutex,17
KeReleaseMutex->KeWaitForSingleObject,17
RtlCopyUnicodeString->wcsncat,17
ExRaiseStatus->IofCompleteRequest,17
swprintf->KeQuerySystemTime,17
KeQuerySystemTime->sprintf,17
CreateFileA->GetWindowsDirectoryA,17
CloseHandle->GetWindowsDirectoryW,17
CoRevokeClassObject->CoRegisterClassObject,17
FormatMessageW->MulDiv,17
CreateFileA->FileTimeToDosDateTime,17
VirtualFree->InterlockedExchange,17
MultiByteToWideChar->OutputDebugStringA,17
OutputDebugStringA->InterlockedDecrement,17
RtlCaptureContext->RtlVirtualUnwind,17
FindFirstFileW->FindClose,17
GetCurrentThreadId->GetTickCount,17
gimp_displays_flush->gimp_drawable_bpp,17
g_fopen->g_free,17
_unlock->_vsnprintf,17
fprintf->fputs,17
__assert->__errno,17
DecodePointer->EncodePointer,17
_unlock->_calloc_crt,17
putc->putchar,17
__crtTerminateProcess->__crtUnhandledException,17
__dllonexit->_calloc_crt,17
_configthreadlocale->_cexit,17
gimp_pixel_rgn_get_row->gimp_pixel_rgn_init,17
GetSystemTimeAsFileTime->InitializeSListHead,16
FreeLibrary->GetProcAddress,16
fseek->ftell,16
VirtualAllocEx->GetWindowsDirectoryW,16
GetLastError->CreateThread,16
ShowWindow->GetActiveWindow,16
GetConsoleOutputCP->WriteConsoleW,16
CoUninitialize->CoCreateInstance,16
VirtualAlloc->GetModuleHandleA,16
CoUninitialize->CoInitializeEx,16
RtlInitUnicodeString->_allmul,16
KeWaitForSingleObject->memset,16
memcpy->RtlCopyUnicodeString,16
wcsncat->ZwAllocateVirtualMemory,16
sprintf->KeTickCount,16
CreateFileW->VirtualAllocEx,16
RegOpenKeyW->RegCloseKey,16
Sleep->GetModuleHandleA,16
SetFocus->SendInput,16
VirtualQuery->VirtualFree,16
SetEvent->SetErrorMode,16
CreateCompatibleDC->CreateCompatibleBitmap,16
_lread->GetDriveTypeA,16
GetDriveTypeA->GetVersion,16
GetVersion->SetEnvironmentVariableW,16
SetEnvironmentVariableW->GetThreadSelectorEntry,16
GetThreadSelectorEntry->InterlockedExchangeAdd,16
InterlockedExchangeAdd->LoadModule,16
LoadModule->ReadProcessMemory,16
ReadProcessMemory->WritePrivateProfileSectionW,16
WritePrivateProfileSectionW->GetStdHandle,16
GetStdHandle->FindFirstFileExA,16
FindFirstFileExA->FindFirstFileA,16
FindFirstFileA->SetFileApisToANSI,16
LocalAlloc->VirtualLock,16
VirtualLock->SetComputerNameExW,16
SetComputerNameExW->WritePrivateProfileStructA,16
SetSystemTimeAdjustment->lstrcpyW,16
lstrcpyW->GetFileSize,16
GetFileSize->SetThreadLocale,16
SetThreadLocale->ReadConsoleOutputA,16
ReadConsoleOutputA->GetVolumeInformationA,16
GetVolumeInformationA->GlobalReAlloc,16
GlobalReAlloc->SetStdHandle,16
SetStdHandle->GetCommState,16
EnumLanguageGroupLocalesW->SetSystemPowerState,16
SetSystemPowerState->IsDebuggerPresent,16
IsDebuggerPresent->GlobalMemoryStatusEx,16
GlobalMemoryStatusEx->ReleaseMutex,16
ReleaseMutex->GetProcessVersion,16
GetProcessVersion->lstrcpynA,16
lstrcpynA->GetComputerNameW,16
GetComputerNameW->SetConsoleTitleW,16
SetConsoleTitleW->OpenSemaphoreA,16
OpenSemaphoreA->Heap32First,16
Heap32First->OpenWaitableTimerW,16
OpenWaitableTimerW->GetCommProperties,16
GetCommProperties->GetThreadTimes,16
GetThreadTimes->GetLastError,16
GetLastError->SetVolumeMountPointA,16
SetVolumeMountPointA->GetProcAddress,16
GetProcAddress->_lopen,16
_lopen->FlushFileBuffers,16
FlushFileBuffers->DeleteTimerQueueTimer,16
DeleteTimerQueueTimer->LocalCompact,16
LocalCompact->MoveFileWithProgressA,16
MoveFileWithProgressA->ProcessIdToSessionId,16
ProcessIdToSessionId->Process32Next,16
Process32Next->EnumSystemLanguageGroupsW,16
EnumSystemLanguageGroupsW->GetConsoleAliasesLengthA,16
GetConsoleAliasesLengthA->MoveFileExW,16
MoveFileExW->GetProfileIntW,16
GetProfileIntW->WriteFile,16
WriteFile->FindAtomW,16
FindAtomW->GetCompressedFileSizeA,16
GetCompressedFileSizeA->GetPrivateProfileSectionNamesA,16
GetPrivateProfileSectionNamesA->OpenEventW,16
OpenEventW->GetCompressedFileSizeW,16
GetCompressedFileSizeW->CreateMailslotW,16
CreateMailslotW->SetComputerNameW,16
SetComputerNameW->GlobalAlloc,16
GlobalAlloc->GetConsoleAliasW,16
GetConsoleAliasW->CreateEventA,16
IsBadHugeReadPtr->Beep,16
Beep->ReadConsoleW,16
ReadConsoleW->GetFileAttributesW,16
GetFileAttributesW->GetPriorityClass,16
GetPriorityClass->FindNextVolumeW,16
FindNextVolumeW->PeekNamedPipe,16
PeekNamedPipe->ReadFile,16
ReadFile->GetVolumePathNameA,16
lstrlenW->FlushConsoleInputBuffer,16
FlushConsoleInputBuffer->AddAtomA,16
LockFile->EnumLanguageGroupLocalesA,16
EnumLanguageGroupLocalesA->GlobalMemoryStatus,16
GlobalMemoryStatus->GetSystemDirectoryW,16
SetHandleCount->GetDefaultCommConfigW,16
GetDefaultCommConfigW->HeapWalk,16
HeapWalk->CreateSemaphoreA,16
CreateSemaphoreA->UnregisterWaitEx,16
UnregisterWaitEx->InitializeCriticalSectionAndSpinCount,16
InitializeCriticalSectionAndSpinCount->GetProcessTimes,16
GetProcessTimes->WriteProfileSectionW,16
WriteProfileSectionW->FormatMessageW,16
MulDiv->ReadConsoleInputW,16
ReadConsoleInputW->GetLocalTime,16
GetCurrentProcessId->RtlFillMemory,16
RtlFillMemory->SetConsoleCursor,16
SetConsoleCursor->FindAtomA,16
IsValidLocale->CreateProcessA,16
CreateProcessA->GetTimeZoneInformation,16
GetTimeZoneInformation->SwitchToFiber,16
SwitchToFiber->IsBadStringPtrA,16
IsBadStringPtrA->GetComputerNameA,16
WriteConsoleOutputCharacterA->Module32NextW,16
Module32NextW->OpenMutexA,16
OpenMutexA->GetAtomNameW,16
GetAtomNameW->Toolhelp32ReadProcessMemory,16
Toolhelp32ReadProcessMemory->CopyFileW,16
GetStartupInfoA->CreateNamedPipeA,16
CreateNamedPipeA->_lclose,16
_lclose->PurgeComm,16
PurgeComm->LoadLibraryW,16
LoadLibraryW->ReplaceFile,16
ReplaceFile->BuildCommDCBW,16
BuildCommDCBW->InterlockedCompareExchange,16
InterlockedCompareExchange->GetFileSizeEx,16
GetFileSizeEx->WriteFileEx,16
WriteFileEx->CreateFileW,16
CreateFileW->GetCommModemStatus,16
GetCommModemStatus->SetCommBreak,16
SetCommBreak->EnterCriticalSection,16
EnterCriticalSection->CreateJobObjectA,16
CreateJobObjectA->ExitThread,16
ExitThread->SetVolumeLabelA,16
SetVolumeLabelA->EnumResourceNamesA,16
OpenSemaphoreW->CreateProcessW,16
memcpy->StrFormatKBSizeW,16
StrFormatKBSizeW->PathFileExistsW,16
PathFileExistsW->StrRChrA,16
StrRChrA->SHRegSetUSValueW,16
SHRegSetUSValueW->StrCatBuffA,16
StrCatBuffA->SHRegEnumUSValueA,16
SHRegEnumUSValueA->wnsprintfW,16
wnsprintfW->SHStrDupA,16
SHStrDupA->PathIsNetworkPathA,16
PathIsNetworkPathA->PathUnExpandEnvStringsW,16
PathUnExpandEnvStringsW->StrIsIntlEqualW,16
StrIsIntlEqualW->UrlIsOpaqueW,16
UrlIsOpaqueW->UrlGetLocationW,16
UrlGetLocationW->PathGetArgsA,16
PathGetArgsA->SHRegCreateUSKeyA,16
SHRegCreateUSKeyA->PathIsRelativeW,16
PathIsRelativeW->AssocQueryStringByKeyW,16
AssocQueryStringByKeyW->SHRegCreateUSKeyW,16
SHRegCreateUSKeyW->UrlCompareW,16
UrlCompareW->SHRegGetPathW,16
SHRegGetPathW->SHEnumValueW,16
SHEnumValueW->SHSetValueA,16
SHSetValueA->StrDupW,16
StrDupW->UrlGetLocationA,16
UrlGetLocationA->ChrCmpIA,16
ChrCmpIA->SHRegGetBoolUSValueW,16
SHRegGetBoolUSValueW->StrFromTimeIntervalA,16
StrFromTimeIntervalA->SHCreateStreamOnFileA,16
SHCreateStreamOnFileA->PathMakeSystemFolderW,16
PathMakeSystemFolderW->wvnsprintfA,16
wvnsprintfA->PathCanonicalizeW,16
PathCanonicalizeW->SHRegCloseUSKey,16
SHRegCloseUSKey->StrRetToStrW,16
StrRetToStrW->PathUnExpandEnvStringsA,16
PathUnExpandEnvStringsA->PathParseIconLocationW,16
PathParseIconLocationW->PathStripToRootW,16
PathStripToRootW->PathAddExtensionW,16
PathAddExtensionW->StrStrIW,16
StrStrIW->PathIsDirectoryEmptyW,16
PathIsDirectoryEmptyW->SHRegSetPathW,16
SHRegSetPathW->PathStripPathA,16
PathStripPathA->StrCpyNW,16
StrCpyNW->StrCmpNA,16
StrCmpNA->StrCmpIW,16
StrCmpIW->SHOpenRegStreamA,16
SHOpenRegStreamA->PathRelativePathToA,16
PathRelativePathToA->UrlApplySchemeW,16
UrlApplySchemeW->wvnsprintfW,16
wvnsprintfW->UrlHashW,16
UrlHashW->HashData,16
HashData->PathFindFileNameA,16
PathFindFileNameA->PathSkipRootA,16
PathSkipRootA->PathSetDlgItemPathA,16
PathSetDlgItemPathA->PathRemoveBlanksW,16
PathRemoveBlanksW->SHRegGetUSValueA,16
SHRegGetUSValueA->PathFindExtensionW,16
PathFindExtensionW->PathCommonPrefixA,16
PathCommonPrefixA->StrRetToBufW,16
StrCSpnA->SHAutoComplete,16
StrRChrIA->UrlUnescapeW,16
UrlUnescapeW->SHRegDuplicateHKey,16
PathBuildRootW->PathSearchAndQualifyA,16
PathFileExistsA->PathMakeSystemFolderA,16
SHSetValueW->PathCompactPathA,16
PathCompactPathExW->PathAddBackslashW,16
SHEnumValueA->PathUnquoteSpacesA,16
SHGetThreadRef->UrlUnescapeA,16
StrCatW->StrPBrkW,16
StrPBrkA->PathMakePrettyA,16
PathIsContentTypeA->SHDeleteKeyW,16
PathIsDirectoryA->SHRegGetBoolUSValueA,16
PathIsUNCA->StrRetToStrA,16
PathRemoveBlanksA->SHRegQueryInfoUSKeyA,16
wnsprintfA->PathFindExtensionA,16
SHRegWriteUSValueA->PathParseIconLocationA,16
PathParseIconLocationA->PathRemoveArgsW,16
SHRegOpenUSKeyA->StrCSpnW,16
AssocQueryKeyA->AssocCreate,16
SHSkipJunction->StrToIntExW,16
StrToIntExW->AssocQueryStringByKeyA,16
SHOpenRegStream2W->SHEnumKeyExW,16
PathIsRootW->PathIsUNCServerShareW,16
PathIsUNCServerShareW->PathUnmakeSystemFolderA,16
PathIsContentTypeW->StrFormatByteSizeW,16
CreateFileA->GetModuleHandleA,16
DllCanUnloadNow->DllCanUnloadNow,16
GetCurrentProcessId->GetTickCount,16
GetCurrentThreadId->QueryPerformanceCounter,16
InterlockedIncrement->InterlockedDecrement,16
WideCharToMultiByte->MultiByteToWideChar,16
TerminateProcess->TlsAlloc,16
VirtualAlloc->VirtualFree,16
lstat->malloc,16
gtk_table_set_row_spacings->gtk_toggle_button_get_type,16
_initterm_e->_configthreadlocale,16
_calloc_crt->__dllonexit,16
HeapFree->GetProcessHeap,16
fwprintf->fwrite,16
memset->putc,16
strcmp->strerror,16
gimp_standard_help_func->gimp_table_attach_aligned,16
_initterm_e->__setusermatherr,16
IsProcessorFeaturePresent->IsDebuggerPresent,16
memset->perror,16
strtok->strtol,16
InterlockedExchange->CreateFileA,15
CreateFileA->VirtualAlloc,15
LoadIconA->ShowWindow,15
TlsFree->GetCurrentThreadId,15
FindClose->FindNextFileW,15
SysAllocString->SysFreeString,15
_alldiv->ExFreePoolWithTag,15
memset->ExAllocatePoolWithTag,15
ExAllocatePoolWithTag->MmGetSystemRoutineAddress,15
MmGetSystemRoutineAddress->memcpy,15
ZwAllocateVirtualMemory->ExRaiseStatus,15
ObfDereferenceObject->ExAllocatePoolWithTagPriority,15
ExAllocatePoolWithTagPriority->RtlUnwind,15
GetLocalTime->GetLastError,15
GdipDeleteGraphics->GdipCreateFontFamilyFromName,15
GdipDeleteFontFamily->GdipCreateFont,15
InitializeCriticalSection->HeapSize,15
LCMapStringW->QueryPerformanceCounter,15
GdipDeleteBrush->GdipCreateSolidFill,15
SendMessageA->PostMessageA,15
UnhandledExceptionFilter->IsDebuggerPresent,15
WriteFile->IsBadWritePtr,15
HeapAlloc->GetStartupInfoA,15
LoadLibraryA->GetStartupInfoA,15
RegSetValueExW->RegCreateKeyExW,15
IsDebuggerPresent->UnhandledExceptionFilter,15
GetSystemTimeAsFileTime->GetEnvironmentStringsW,15
__dllonexit->_lock,15
fflush->fgets,15
fputc->free,15
gimp_drawable_is_rgb->gimp_drawable_mask_intersect,15
gimp_int_combo_box_get_active->gimp_int_combo_box_get_type,15
gimp_image_insert_layer->gimp_image_new,15
gimp_spin_button_new->gimp_standard_help_func,15
g_malloc->g_malloc_n,15
gtk_main->gtk_main_quit,15
_CxxThrowException->__CxxFrameHandler3,15
realloc->signal,15
strrchr->strstr,15
_exit->__set_app_type,15
fflush->fputs,15
vfprintf->wcscpy,15
_calloc_crt->_unlock,15
g_malloc->g_malloc0,15
strstr->strtok,15
GetStdHandle->WriteFile,14
FindFirstFileW->FindNextFileW,14
HeapSize->HeapReAlloc,14
LCMapStringW->MultiByteToWideChar,14
MultiByteToWideChar->LCMapStringA,14
Sleep->InterlockedExchange,14
RegSetValueExW->RegCloseKey,14
GlobalLock->GlobalUnlock,14
LoadLibraryW->GetProcAddress,14
GetLastError->VirtualProtectEx,14
LoadIconA->RegOpenKeyW,14
HeapSize->GetStringTypeA,14
GetProcAddress->VirtualAlloc,14
FlushFileBuffers->SetStdHandle,14
LoadLibraryW->LoadLibraryExW,14
RegQueryInfoKeyW->RegOpenKeyExW,14
InterlockedExchange->GetModuleHandleA,14
VariantClear->VariantInit,14
InterlockedIncrement->SetStdHandle,14
GetProcAddress->CloseHandle,14
GetLastError->CloseHandle,14
SetUnhandledExceptionFilter->GetStartupInfoW,14
GetLastError->GetModuleFileNameW,14
gimp_preview_draw_buffer->gimp_preview_get_position,14
VirtualQuery->WideCharToMultiByte,14
GetModuleHandleW->GetModuleFileNameW,14
GetCurrentProcessId->GetCurrentProcess,14
__setusermatherr->_commode,14
memchr->memcpy,14
UnhandledExceptionFilter->RtlVirtualUnwind,14
QueryPerformanceCounter->DecodePointer,14
__lconv_init->__mb_cur_max,14
__mb_cur_max->__set_app_type,14
strtol->strtoul,14
calloc->close,14
__set_app_type->exit,14
_fmode->_wcmdln,14
gimp_progress_init_printf->gimp_progress_update,14
gtk_table_set_row_spacings->gtk_widget_destroy,14
gimp_drawable_preview_get_type->gimp_drawable_preview_new,14
DeleteCriticalSection->InitializeCriticalSectionAndSpinCount,13
ReleaseDC->GetDC,13
RtlUnwind->IsBadWritePtr,13
__p__fmode->__p__commode,13
RegQueryValueExW->RegCloseKey,13
ReleaseMutex->CreateMutexW,13
CreateWindowExA->CreateDialogIndirectParamA,13
DefMDIChildProcA->TranslateMDISysAccel,13
GetSystemTimeAsFileTime->HeapSize,13
GdipCreateFont->GdipDeleteFont,13
ShowWindow->SetFocus,13
RegQueryValueExA->RegOpenKeyExA,13
RegCreateKeyExW->RegSetValueExW,13
HeapSize->HeapAlloc,13
InterlockedDecrement->InterlockedIncrement,13
free->memmove,13
TranslateMessage->GetMessageW,13
GetSystemTime->SetEvent,13
GetModuleHandleA->VirtualFree,13
InterlockedDecrement->DebugBreak,13
SetEvent->CloseHandle,13
GetProcAddress->LoadLibraryA,13
HttpAddUrl->HttpAddUrl,13
RtlLookupFunctionEntry->RtlUnwindEx,13
strncmp->strrchr,13
_ismbblead->_cexit,13
free->fseek,13
libintl_sprintf->libintl_textdomain,13
gimp_main->gimp_pixel_rgn_init,13
g_strdup->g_strdup_printf,13
sprintf->stat,13
_vsnprintf->abort,13
g_type_check_instance_cast->gtk_adjustment_get_type,13
close->closedir,13
open->opendir,13
QueryPerformanceCounter->GetModuleHandleW,13
_XcptFilter->_amsg_exit,13
_cexit->_configthreadlocale,13
InitializeCriticalSection->IsDBCSLeadByteEx,13
puts->realloc,13
UnmapViewOfFile->MapViewOfFile,13
raise->realloc,13
__setusermatherr->_initterm_e,13
strftime->strlen,13
gtk_misc_get_type->gtk_misc_set_alignment,13
_time64->_unlock,13
gimp_pixel_rgn_set_row->gimp_plugin_menu_register,13
__crtUnhandledException->_crt_debugger_hook,13
LCMapStringA->GetStringTypeW,12
GetStringTypeA->MultiByteToWideChar,12
IsValidCodePage->GetOEMCP,12
GetCommandLineA->GetCommandLineW,12
FlsAlloc->FlsGetValue,12
BeginPaint->EndPaint,12
SysFreeString->VariantClear,12
FlushFileBuffers->ReadFile,12
CreateFileA->ClipCursor,12
ClipCursor->CountClipboardFormats,12
CountClipboardFormats->GetUserObjectSecurity,12
GetUserObjectSecurity->DialogBoxIndirectParamW,12
DialogBoxIndirectParamW->SetUserObjectInformationW,12
SetUserObjectInformationW->GetClipboardData,12
GetClipboardData->PackDDElParam,12
PackDDElParam->CreateWindowExA,12
CreateDialogIndirectParamA->CharToOemA,12
CharToOemA->DialogBoxIndirectParamA,12
DialogBoxIndirectParamA->DlgDirSelectExA,12
DlgDirSelectExA->SendMessageCallbackW,12
SendMessageCallbackW->LoadKeyboardLayoutA,12
LoadKeyboardLayoutA->CreateMDIWindowW,12
CreateMDIWindowW->GetDoubleClickTime,12
